id,subject,body,intent
199,Meeting request: release notes,"Hello Manoj,

I would like to set up a quick meeting about release notes. Are you free on June 12?

Regards,
Manoj",meeting_request
200,Request to schedule a meeting,"Hi,

Can you spare 15 minutes next Monday to discuss project status? Let me know what works.

Thanks,
Vikram",meeting_request
201,integration work — meeting?,"Hi Manoj,

Can we schedule a meeting on June 12 to discuss integration work? I'm available in the afternoon.

Thanks,
Manoj",meeting_request
202,Meeting request: Q1 review,"Hi Asha,

Can we schedule a meeting on June 12 to discuss Q1 review? I'm available in the afternoon.

Thanks,
Asha",meeting_request
203,Meeting request: Q1 review,"Hi,

Can you spare 15 minutes on June 12 to discuss Q1 review? Let me know what works.

Thanks,
Isha",meeting_request
204,Request to schedule a meeting,"Dear Dev,

Let's meet to go over release notes. Please suggest a suitable slot this afternoon.

Best,
Dev",meeting_request
205,Request to schedule a meeting,"Hi,

Can you spare 15 minutes tomorrow at 11am to discuss project status? Let me know what works.

Thanks,
Isha",meeting_request
206,product demo — meeting?,"Dear Dev,

Let's meet to go over product demo. Please suggest a suitable slot Friday at 3 PM.

Best,
Dev",meeting_request
207,product demo — meeting?,"Hello Dev,

I would like to set up a quick meeting about product demo. Are you free next Thursday?

Regards,
Dev",meeting_request
208,Quick sync on Q1 review,"Hi,

Can you spare 15 minutes Friday at 3 PM to discuss Q1 review? Let me know what works.

Thanks,
Sameer",meeting_request
209,Request to schedule a meeting,"Hi,

Can you spare 15 minutes next week to discuss data pipeline? Let me know what works.

Thanks,
Priya",meeting_request
210,Meeting request: integration work,"Hi,

Can you spare 15 minutes tomorrow to discuss integration work? Let me know what works.

Thanks,
Anita",meeting_request
211,Can we meet about project status?,"Hi,

Can you spare 15 minutes Wednesday morning to discuss project status? Let me know what works.

Thanks,
Anita",meeting_request
212,Can we meet about release notes?,"Dear Sanjay,

Let's meet to go over release notes. Please suggest a suitable slot tomorrow.

Best,
Sanjay",meeting_request
213,release plan — meeting?,"Hi Sameer,

Can we schedule a meeting tomorrow at 11am to discuss release plan? I'm available in the afternoon.

Thanks,
Sameer",meeting_request
214,Meeting request: data pipeline,"Hi,

Can you spare 15 minutes next Monday to discuss data pipeline? Let me know what works.

Thanks,
Dev",meeting_request
215,Request to schedule a meeting,"Hi Arjun,

Can we schedule a meeting next Thursday to discuss product demo? I'm available in the afternoon.

Thanks,
Arjun",meeting_request
216,Request to schedule a meeting,"Dear Arjun,

Let's meet to go over product demo. Please suggest a suitable slot tomorrow at 11am.

Best,
Arjun",meeting_request
217,Can we meet about release plan?,"Hi,

Can you spare 15 minutes on June 12 to discuss release plan? Let me know what works.

Thanks,
Isha",meeting_request
218,Meeting request: integration work,"Hello Sanjay,

I would like to set up a quick meeting about integration work. Are you free next Monday?

Regards,
Sanjay",meeting_request
219,Meeting request: deployment issues,"Hi Kavya,

Can we schedule a meeting Wednesday morning to discuss deployment issues? I'm available in the afternoon.

Thanks,
Kavya",meeting_request
220,Request to schedule a meeting,"Dear Rahul,

Let's meet to go over Q1 review. Please suggest a suitable slot this afternoon.

Best,
Rahul",meeting_request
221,Can we meet about Q1 review?,"Dear Sneha,

Let's meet to go over Q1 review. Please suggest a suitable slot this afternoon.

Best,
Sneha",meeting_request
222,Can we meet about integration work?,"Hi,

Can you spare 15 minutes Monday at 10 AM to discuss integration work? Let me know what works.

Thanks,
Divya",meeting_request
223,Request to schedule a meeting,"Dear Vikram,

Let's meet to go over Q1 review. Please suggest a suitable slot Wednesday morning.

Best,
Vikram",meeting_request
224,Can we meet about Q1 review?,"Hi,

Can you spare 15 minutes this afternoon to discuss Q1 review? Let me know what works.

Thanks,
Anita",meeting_request
225,data pipeline — meeting?,"Dear Sneha,

Let's meet to go over data pipeline. Please suggest a suitable slot next Thursday.

Best,
Sneha",meeting_request
226,deployment issues — meeting?,"Hi,

Can you spare 15 minutes next Thursday to discuss deployment issues? Let me know what works.

Thanks,
Leena",meeting_request
227,Meeting request: data pipeline,"Hello Manoj,

I would like to set up a quick meeting about data pipeline. Are you free Friday at 3 PM?

Regards,
Manoj",meeting_request
228,product demo — meeting?,"Hello Priya,

I would like to set up a quick meeting about product demo. Are you free this afternoon?

Regards,
Priya",meeting_request
229,Can we meet about product demo?,"Dear Asha,

Let's meet to go over product demo. Please suggest a suitable slot next week.

Best,
Asha",meeting_request
230,Meeting request: release notes,"Hi Kiran,

Can we schedule a meeting this afternoon to discuss release notes? I'm available in the afternoon.

Thanks,
Kiran",meeting_request
231,Can we meet about product demo?,"Hi Anita,

Can we schedule a meeting tomorrow to discuss product demo? I'm available in the afternoon.

Thanks,
Anita",meeting_request
232,Quick sync on release plan,"Hello Priya,

I would like to set up a quick meeting about release plan. Are you free next week?

Regards,
Priya",meeting_request
233,Meeting request: product demo,"Hi,

Can you spare 15 minutes this afternoon to discuss product demo? Let me know what works.

Thanks,
Rahul",meeting_request
234,Request to schedule a meeting,"Dear Asha,

Let's meet to go over data pipeline. Please suggest a suitable slot Wednesday morning.

Best,
Asha",meeting_request
235,product demo — meeting?,"Hi Dev,

Can we schedule a meeting on June 12 to discuss product demo? I'm available in the afternoon.

Thanks,
Dev",meeting_request
236,Request to schedule a meeting,"Hi Maya,

Can we schedule a meeting this afternoon to discuss Q1 review? I'm available in the afternoon.

Thanks,
Maya",meeting_request
237,Meeting request: Q1 review,"Hello Arjun,

I would like to set up a quick meeting about Q1 review. Are you free this afternoon?

Regards,
Arjun",meeting_request
238,Request to schedule a meeting,"Hi Anita,

Can we schedule a meeting this afternoon to discuss product demo? I'm available in the afternoon.

Thanks,
Anita",meeting_request
239,Can we meet about integration work?,"Hi,

Can you spare 15 minutes tomorrow to discuss integration work? Let me know what works.

Thanks,
Manoj",meeting_request
240,Can we meet about data pipeline?,"Dear Neha,

Let's meet to go over data pipeline. Please suggest a suitable slot Monday at 10 AM.

Best,
Neha",meeting_request
241,product demo — meeting?,"Hello Kiran,

I would like to set up a quick meeting about product demo. Are you free this afternoon?

Regards,
Kiran",meeting_request
242,Meeting request: product demo,"Hi,

Can you spare 15 minutes Monday at 10 AM to discuss product demo? Let me know what works.

Thanks,
Kiran",meeting_request
243,Meeting request: deployment issues,"Dear Vikram,

Let's meet to go over deployment issues. Please suggest a suitable slot tomorrow.

Best,
Vikram",meeting_request
244,Quick sync on integration work,"Hi Kavya,

Can we schedule a meeting next Monday to discuss integration work? I'm available in the afternoon.

Thanks,
Kavya",meeting_request
245,Quick sync on data pipeline,"Dear Isha,

Let's meet to go over data pipeline. Please suggest a suitable slot next Thursday.

Best,
Isha",meeting_request
246,Can we meet about release notes?,"Hello Sanjay,

I would like to set up a quick meeting about release notes. Are you free tomorrow at 11am?

Regards,
Sanjay",meeting_request
247,deployment issues — meeting?,"Hello Kiran,

I would like to set up a quick meeting about deployment issues. Are you free this afternoon?

Regards,
Kiran",meeting_request
248,Meeting request: project status,"Hi,

Can you spare 15 minutes next Thursday to discuss project status? Let me know what works.

Thanks,
Rahul",meeting_request
249,Can we meet about Q1 review?,"Hello Priya,

I would like to set up a quick meeting about Q1 review. Are you free Monday at 10 AM?

Regards,
Priya",meeting_request
250,data pipeline — meeting?,"Hello Kiran,

I would like to set up a quick meeting about data pipeline. Are you free next Thursday?

Regards,
Kiran",meeting_request
251,Quick sync on data pipeline,"Hello Neha,

I would like to set up a quick meeting about data pipeline. Are you free this afternoon?

Regards,
Neha",meeting_request
252,Meeting request: integration work,"Dear Sameer,

Let's meet to go over integration work. Please suggest a suitable slot Wednesday morning.

Best,
Sameer",meeting_request
253,Quick sync on project status,"Hi Vikram,

Can we schedule a meeting Wednesday morning to discuss project status? I'm available in the afternoon.

Thanks,
Vikram",meeting_request
254,Quick sync on data pipeline,"Hi Rahul,

Can we schedule a meeting this afternoon to discuss data pipeline? I'm available in the afternoon.

Thanks,
Rahul",meeting_request
255,release plan — meeting?,"Dear Priya,

Let's meet to go over release plan. Please suggest a suitable slot Monday at 10 AM.

Best,
Priya",meeting_request
256,Can we meet about Q1 review?,"Hello Neha,

I would like to set up a quick meeting about Q1 review. Are you free next week?

Regards,
Neha",meeting_request
257,Quick sync on deployment issues,"Dear Arjun,

Let's meet to go over deployment issues. Please suggest a suitable slot Monday at 10 AM.

Best,
Arjun",meeting_request
258,Can we meet about Q1 review?,"Hi,

Can you spare 15 minutes next Monday to discuss Q1 review? Let me know what works.

Thanks,
Arjun",meeting_request
259,Request to schedule a meeting,"Hi,

Can you spare 15 minutes Friday at 3 PM to discuss data pipeline? Let me know what works.

Thanks,
Anita",meeting_request
260,project status — meeting?,"Hi Neha,

Can we schedule a meeting on June 12 to discuss project status? I'm available in the afternoon.

Thanks,
Neha",meeting_request
261,release plan — meeting?,"Hello Vikram,

I would like to set up a quick meeting about release plan. Are you free next Thursday?

Regards,
Vikram",meeting_request
262,Quick sync on Q1 review,"Hello Manoj,

I would like to set up a quick meeting about Q1 review. Are you free next week?

Regards,
Manoj",meeting_request
263,Can we meet about release plan?,"Hi Manoj,

Can we schedule a meeting on June 12 to discuss release plan? I'm available in the afternoon.

Thanks,
Manoj",meeting_request
264,release notes — meeting?,"Dear Sanjay,

Let's meet to go over release notes. Please suggest a suitable slot tomorrow.

Best,
Sanjay",meeting_request
265,Can we meet about deployment issues?,"Dear Sanjay,

Let's meet to go over deployment issues. Please suggest a suitable slot Wednesday morning.

Best,
Sanjay",meeting_request
266,Meeting request: integration work,"Dear Sanjay,

Let's meet to go over integration work. Please suggest a suitable slot tomorrow at 11am.

Best,
Sanjay",meeting_request
267,integration work — meeting?,"Hi,

Can you spare 15 minutes on June 12 to discuss integration work? Let me know what works.

Thanks,
Kiran",meeting_request
268,Can we meet about project status?,"Hi Kavya,

Can we schedule a meeting next Thursday to discuss project status? I'm available in the afternoon.

Thanks,
Kavya",meeting_request
269,Quick sync on project status,"Hi Vikram,

Can we schedule a meeting this afternoon to discuss project status? I'm available in the afternoon.

Thanks,
Vikram",meeting_request
270,Meeting request: project status,"Hello Arjun,

I would like to set up a quick meeting about project status. Are you free Friday at 3 PM?

Regards,
Arjun",meeting_request
271,Can we meet about integration work?,"Dear Rohit,

Let's meet to go over integration work. Please suggest a suitable slot next week.

Best,
Rohit",meeting_request
